"id","label","transcription"
"f4c5f60e-ddbabd51.mp3","no-satire","Y poco a poco remite el temporal, avanza el día y se van solucionando algunos problemas de tráfico. Sí, va a menos, pero todavía quedan unas 15 provincias en alerta. A primera hora de la mañana se portaba la circulación en varios puntos de la mitad norte. La cota de nieve ha subido y el riesgo mayor está en las provincias costeras del Levante. En el sur se ha registrado algunas inundaciones. Mañana vuelve a entrar un nuevo frente."
"a1ac0372-8b551e38.mp3","satire","Pero es que es un tema tan complejo que yo creo que este señor no debería ir a la cárcel. Si te puedes evitar ir a la cárcel, no vayas. Yo le perdonaría. Tampoco es tan grave lo que ha hecho."
"475e472d-69192d79.mp3","satire","En estos momentos los almacenes están llenos, de hecho hay metaneros que están llegando a Europa y no tienen dónde descargar, se ha producido un anuncio insólito por parte de Nagas diciendo que no tiene más capacidad de acoger gas en este momento."
"057556df-a1252bf9.mp3","satire","Si nos centramos en el mundo occidental, las mujeres hemos hecho una apuesta muy decidida por la incorporación al mundo laboral. ¿Hasta qué punto crees que la reproducción, los cuidados siguen marcando nuestro desarrollo a nivel personal y a nivel profesional? Hemos visto, tenemos una experiencia de tres décadas, que cuando vamos a salir de la casa,"
"0dac83a5-031db29a.mp3","no-satire","Compromís le emplazaba un acuerdo a la valenciana, el que ha permitido a los socialistas gobernar con la coalición de Podemos. Y en Izquierda Unida ven muy posible un gobierno de izquierdas. Les ha dicho Sánchez que... Él va en serio y por lo tanto no tenemos más remedio que creerle. Y además nos gustaría creerle, porque nos gustaría la opción de un gobierno alternativo al del Partido Popular. La primera ronda de contactos termina el sábado con el..."
"24cc35f2-43605f77.mp3","no-satire","Aquí es donde descubro nuevas especies. Mi descubrimiento de la última especie es un animal llamado el Olinguito. Es un nuevo nombre para un nuevo animal. Este es un miembro de la familia de racones. Es en realidad el miembro más pequeño de la familia de racones. Y se encuentra solo en los bosques de lluvia en elevaciones altas en las montañas de Andes de Colombia y Ecuador."
"f156d316-0eb3e5f0.mp3","satire","Y luego no la secas bien. Mira, voy a decirte algo. Quiero que se ponga la campanaria al teléfono. Sí, ¿vale? ¿Sabes? Quiero que se ponga al teléfono. Mira, campa, ¿sabes cuál es el problema? Que tú duchas a la niña y no la sabes secar, ¿me entiendes? Si te cruzas con ella a la carretera, mejor que no seas de ubrique. No seas de ubrique, la forma más segura de viajar. ¿Me lo como? ¡Coño!"
"b872b1fe-5e7a47cd.mp3","satire","Álvaro. Pérez Dayán. ¿Eh? Pérez Dayán. Él tiene una voto de calidad y pues se le echó para atrás. También, como leía, puedo ver un cachito, se enojó con el artículo de Pro Pública, donde se dice que el crimen organizado financió su campaña del dos mil seis, presentando testigos protegidos y gente de la DEA que está declarando este tipo de cosas. AMLO reclama que"
"b09f2e7d-12312b49.mp3","satire","Claramente no se iban a dejar y pasaron de las protestas al bloqueo de las vías. Les hicieron saber a los funcionarios del Tren Maya que si no había escuela, pues tampoco iba a haber tren. Y con piedras, palos y ramas obstruyeron las vías y las obras e impidieron momentáneamente que se continuaran con ellas. Bueno, ¿y cómo reaccionó el gobierno?"
"f22222b3-cdeba0a8.mp3","no-satire","Buenos días, señor Iceta. Ustedes están dando una imagen de guerra interna. Muy buenos días. Están dando una imagen de guerra interna y, de hecho, eso es lo que les está situando en las portadas de todos los periódicos. Los vemos esta mañana. El foco está colocado en Susana Díaz. La pregunta es si cree que todos sus compañeros, y miro también directamente a Susana Díaz, están siendo leales en estos momentos con la dirección federal de su partido, que es la que fue elegida en las últimas primarias que ustedes celebraron."
"487253a9-2161eebf.mp3","no-satire","Naciones Unidas informó que la salida de un equipo de inspectores de armas químicas a Siria es inminente. El organismo explicó que el gobierno sirio aceptó las condiciones de la misión para determinar la existencia de armas químicas que tanto Damasco como los rebeldes se acusan de haber utilizado."
"2f0c269d-8f38f96e.mp3","no-satire","Todas las miradas no solo están puestas en Alemania, también en Lionel Messi que podría convertirse, podría ser el hombre que después de Maradona vuelva a darle un título mundial a Argentina. Un título que además sabría doblemente dulce a este país porque lo ganaría en el terreno de su eterno rival, Brasil. Brasil"
"961e455c-13eee4f5.mp3","no-satire","La sofisticada operación, con cámaras escondidas que grabaron las actividades de los sospechosos, llevó al arresto de 41 personas. La policía aseguró haber barrido a la Cosa Nostra en uno de los principales barrios de Palermo. Los hombres fueron acusados de extorsión, tráfico de drogas y posesión ilegal de armas."
"7a24aaf1-7828a87e.mp3","satire","Una pareja decidió cambiar la iglesia por las alturas al elegir una cabina de teleférico mexicable para su matrimonio. Cristian y Octavio viajaron varias estaciones durante la ceremonia a pesar de que uno le tenía miedo a las alturas. En otras noticias, en Coacalco se reporta un hombre herido al caerle un misterioso ramo de flores a 40 metros de altura."
"3fef9899-ce9b27b5.mp3","satire","Y aunque encuentre sepultura seré capaz de levantar la vista y desafiándote pediré más viento y más lluvia y más rayos y no habrá luz cegadora que me silencie en Sevilla."
"e276167c-a23499c6.mp3","satire","Nunca más. No, pero alguien como yo no, ¿eh? Sin embargo, Gemma, estás siendo muy maja. Puede ser que te entren... Vamos a hacer una cosa, Gemma. ¿Tienes pareja actualmente? No, no. ¿Quieres dar tu apellido también y que te busquen por Instagram? Así tendrás un montón de gente a la que poder poner los cuernos."
"c98f76bf-e4eb8841.mp3","satire","Genial. Y alguien que le quede por ver, yo que sé, de todo. Me queda por ver de todo ya. Ya veo yo que esto va para todo. Pues una Beyoncé, una Madonna, una Shakira. Está tan de moda ahora. Por ejemplo, si quiero ir a un concierto con Sting y que yo esté allí pegadita de voluntaria ayudándole."
"42073de1-588bb030.mp3","no-satire","Con otras noticias, novedades relevantes para los inversores que acudieron a la salida a bolsa de banquia. La entidad ha anunciado esta mañana que devolverá todo el dinero invertido por los pequeños accionistas y con intereses. Los nuevos gestores quieren agilizar el proceso al máximo y esperan haber tramitado todas las solicitudes en un plazo de tres meses. Ana Estevez, ¿cuál es el procedimiento que tienen ahora para reclamar?"
"c9da93d1-ebe7bcde.mp3","no-satire","de la industria. Hay dos cosas que un segundo gobierno de Obama puede hacer para acelerar el crecimiento de este mercado, relajar aún más las restricciones comerciales con Cuba y promover una reforma migratoria que permita a trabajadores extranjeros llenar las filas de producción tan cruciales para esta industria."
"6b99ef04-b180c302.mp3","satire","Pero bueno, también es verdad que lo nuestro era en otra circunstancia. Era otro momento histórico, lo hicimos por el bien de España. Pero sí, vamos a ponernos ya a tajo. ¿A quién fichamos para este proyecto que por fin va a traer una bocanada de aire fresco a este país?"
"7689ba78-a87fc34e.mp3","satire","Podría ser que los obtuvieran con el BBVA, ¿sabes? Yo si llevo una nómina de 1.500 euros, a mí me dan una batidora. En la casa o en el... A lo mejor si llevas tu nómina de billonete, te dan un cohete. De ahí que todos estén..."
"fa237dff-e748e3bc.mp3","satire","No, no, de verdad, que es que no estoy interesada. De verdad, muchas gracias. No. Es que estoy harta. Todos los días me llama Feijó para que la apoye. Y encima a la hora de la siesta. No puedo más. A mí Feijó me ofreció la amnistía a cambio de mi apoyo. Tenía un montón de multas en Zona Azul."
"4dc98992-979ee804.mp3","no-satire","El huracán Arthur alcanzó la categoría 2 antes de tocar la costa del estado de Carolina del Norte, en Estados Unidos. La tormenta tocó tierra cerca de la población de Beaufort. Miles de residentes y turistas que esperaban celebrar el Día de la Independencia fueron evacuados."
"b9dc5297-2e558a1c.mp3","no-satire","Hay una fiesta en el Vaticano. En el aire se respira la emoción. Hoy se casan parejas de novios. Novios como estos que llevaban años conviviendo sin haber pasado por el altar. Una madre soltera, jóvenes desempleados, contrayentes de todo tipo, pero especiales, porque los ha casado Francisco. Son los primeros matrimonios que celebra desde que fue elegido Papa hace un año y medio."
"79bfc7b9-afa15c3b.mp3","no-satire","Las autoridades de Guatemala continúan con su búsqueda de supervivientes tras el terremoto que sacudió el noroeste del país el miércoles. Al menos 48 personas murieron después de un sismo de 7,4 grados en la escala Richter que afectó a varias zonas del país."
"122c6e08-4fa2c399.mp3","no-satire","...esta misma semana en Barcelona, porque los dos asisten a la entrega del Premio Planeta. Albert Rivera era, lógicamente, como era su primer año en esta celebración, una de las personas más saludadas, que más apretones de manos se ha llevado. Él ha sido muy cauto a la hora de comentar las tendencias de voto, pero sí ha destacado que la ausencia de Pablo Iglesias en este acto ha dicho que si alguien quiere ser presidente del gobierno."
"df3a21cf-8b5c3551.mp3","no-satire","Será la explicación que es evidente que ya la he encontrado. Hablar de la amnistía y de los indultos. Mire, yo le reconozco, señor Sánchez, que cada día usted se supera. Usted empezó mintiendo sobre lo que hago, sigue mintiendo sobre lo que digo y ahora miente sobre lo que pienso. Realmente, señor Sánchez, por mentiras me gana usted por goleada."
"ff505dc2-497b0dff.mp3","no-satire","Entiende que es algo normal, trivial, banal, y al trivializar y banalizar la violencia le resulta mucho más complicado salir de ella. El móvil se convierte en un instrumento de control y las redes sociales en una forma de difundir las humillaciones. Si el ciberacosador es un menor, la ley contempla medidas a partir de los 14 años. Desde sanciones económicas que repercutirían sobre sus padres hasta principalmente medidas orientadas a reeducar al menor."
"f39b597c-d88bcbd4.mp3","no-satire","Unos 1,700 de esos 2,500 animales van a ir al Acuario Nacional en Baltimore. Todos estamos muy tristes por eso. Yo he estado acá durante 16 años. Construí muchas de estas exhibiciones y fui el responsable de traer un gran número de los animales que están acá. Y he tenido contacto directo con ellos. Así que es triste dejarlos ir."
"e7ed329f-9dfb245c.mp3","satire","Pero ya de más mayor. ¿Y fuiste a campeonatos después estatales? Luego en la comunión sí, la comunión sí. La comunión la hicimos en Madrid, claro, nos llevaron en autocar a Madrid."
"ea21e9d0-46b712dd.mp3","satire","Creo que están todas las Melanias, eh. Están todas las Melanias. Y ahí está Donald Trump. Se le ve pletórico. Se le ve pletórico. Está muy contento. Eh..."
"3816b62c-7740fc3b.mp3","satire","¿Qué pasó? Hola, Joaquín Buenas tardes señor, ya está listo su carro, ya no la ve Van a ser 300 pesos Aquí están sus llaves Ahí están sus llaves La última palabra Vamos a un pequeño corte comercial Y regresamos después de esta breve pausa Al peor noticiero de México, ahora también por radio Usted señora bonita, no se me vaya"
"587e1f0f-c0b2e30d.mp3","no-satire","No sentarse hacia adelante, sino recostado en el respaldo para evitar la espalda encorvada y ganar seguridad. Rivera tiende en ocasiones a sentarse hacia adelante apoyándose en la mesa. Así se da la impresión que quien domina la situación es Pablo Iglesias, no de manera agresiva, sino tranquila, soberana. Pero los consejos de imagen para Iglesias van más allá de su postura en la silla. Se realizan también recomendaciones de vestuario o incluso de peinado."
"db136d7d-c353a45f.mp3","no-satire","Desde Estados Unidos otra noticia, al menos una veintena de muertos por las graves inundaciones en Oklahoma y en Texas. Houston, la cuarta ciudad más importante del país, está ahora mismo sumida en el caos. Las carreteras están anegadas, como ven en estas fotografías, y las autoridades han pedido directamente a los ciudadanos que permanezcan en sus casas. Y lo peor, José Ángel, es que la previsión dice que va a seguir lloviendo."
"2ba2ec41-db50fde2.mp3","no-satire","Las acciones de Repsol abrieron al alza en Madrid a la espera de la reunión del Consejo de Administración de la Petrolera Española para debatir un preacuerdo alcanzado con Argentina sobre la compensación por la expropiación del 51% de acciones de YPF. En el acuerdo también se establece que ninguna de las partes seguirá con las acciones legales en curso."
"fd06cc55-66a3a7d8.mp3","no-satire","Así pues la gente sabe que la música latina tiene significado. Honradísima, yo creo que Venezuela necesita buenas noticias y estamos felices de estar aquí representando a nuestro país con un Grammy Latino. Tenemos un Grammy Latino. Cada vez que lo decimos suena... Más surreal. Sí, suena más surreal."
"38013fe3-2b60800b.mp3","no-satire","Por primera vez en la historia de la democracia se ha elegido a un presidente del Congreso que no es del partido más votado. Como acabamos de ver, el socialista Pasi López ha sido elegido por un pacto a tres. Pero lo curioso de este acuerdo es que hay tres versiones distintas sobre cómo se ha alcanzado. María Rey, una versión por cada formación, por cada partido."
"5a0af652-43f5d078.mp3","no-satire","Imagen de hace sólo unos minutos. El rey Felipe vuelve a coincidir en estos momentos en un acto público en Barcelona con Artur Mas. Los dos comparten mesa en la entrega de medallas de honor de la patronal catalana. Se trata de la segunda visita del rey a Cataluña en los últimos siete días."
"3a43cd48-52910505.mp3","no-satire","Tenemos un par de motores que están en la equipa de desarrollo de la Olimpíada de Gran Bretaña. Para un club como nosotros, que solo tiene un circuito que es una cuarta de la cantidad que nosotros actualmente razonamos, es un gran éxito. Nosotros en Peckham nos hemos compuesto en la comunidad, donde nos conectamos con nuestra energía de la manera correcta. Si los Juegos quieren venir aquí, no vamos a tener que hacerlo. Los vamos a llevar a hacer press-ups con los niños."
"09618d31-f6ec0d0d.mp3","no-satire","¿Qué tal? Buenas noches. La Fiscalía ha puesto en marcha una investigación formal contra la familia Puyol. Ha pedido a la Agencia Tributaria las declaraciones de IRPF y Patrimonio de Jordi Puyol, de su esposa y de todos sus hijos. Solicita además una comisión rogatoria a las autoridades de Andorra y de Suiza para que informen si existen cuentas bancarias vinculadas a cualquier miembro de la familia."
"45fdcbcd-b15a2bde.mp3","no-satire","No es la primera vez que coinciden un representante del gobierno ruso y otro del gobierno ucraniano desde que empezó el conflicto en los territorios prorrusos de Ucrania. Pero sí se espera que esta vez pueda haber algún avance hacia la solución de la crisis. La reunión se produce en presencia de representantes de Estados Unidos y de la Unión Europea. ¿Servirá esto para frenar la escalada violenta?"
"b6e04085-6bada811.mp3","no-satire","Y precisamente en Andalucía Podemos intenta arañar votos a los socialistas. En Sevilla, Pablo Iglesias está compartiendo ahora mismo escenario con Teresa Rodríguez, la candidata que consiguió un buen resultado para su partido en las pasadas elecciones andaluzas. Vamos a ver cuál es el mensaje que se está lanzando ahora mismo desde allí. Marta Hernández."
"116d12b2-fca157da.mp3","no-satire","Malta estaba bien situada para recibir a los aliados heridos de los campos de batalla turcos de Galípoli y Salónica, pero estaban lejos y el viaje por mar hasta llegar allí se demoraba una semana. Esta fue una guerra a escala industrial, con un número de bajas sin precedentes."
"531c1684-ef341b0b.mp3","no-satire","Ha sido la noticia triste de esta misma tarde, vamos ya con otro de los grandes titulares de los últimos minutos. La policía ha localizado restos orgánicos de una niña en una de las viviendas del pederasta de Ciudad Lineal. El registro de esa vivienda dura ya 12 horas y continúa, los agentes manejan pruebas clave contra ese pederasta. Vamos a buscar más datos. Marisa Dorta."
"ad4362be-53793cb5.mp3","no-satire","Miré a mis colegas y supimos enseguida qué sucedía. Somos madres y nos dimos cuenta de que no había tiempo que perder. Llamamos al servicio de emergencia y el hombre que me atendió fue fantástico. Me dio instrucciones paso a paso que yo relataba a mis colegas. Nunca habíamos asistido en un parto, pero sabíamos que era necesario actuar."
"b4168710-5d5e0d82.mp3","no-satire","Decenas de personas han muerto en Ucrania en nuevos enfrentamientos entre manifestantes y fuerzas de seguridad en Kiev pese al anuncio de una tregua, mientras continúan los esfuerzos diplomáticos de la Unión Europea para tratar de encontrar una solución a la crisis."
"57627a3b-b2577bc0.mp3","no-satire","La sociedad cree de manera equivocada que la presencia de extranjeros o refugiados va a afectar a sus niños y eso no es así. Sucede casi lo contrario. Una escuela con niños de distintos orígenes tiene los mejores resultados. Todas las investigaciones lo demuestran. Por eso una sociedad segregada es muy pobre para todos."
"39350581-b6d68aee.mp3","no-satire","Propulsado por cuatro motores diésel, puede permanecer hasta cinco días seguidos en el aire a una velocidad de 150 kilómetros por hora. Aterriza en cualquier superficie, sea tierra, nieve, agua o hielo, y despega casi en vertical. Cualidades que le convierten en la aeronave idónea para trasladar mercancías a zonas de difícil acceso y a misiones de ayuda humanitaria."
"f3359e4d-8ec648f1.mp3","satire","en una urna y lo tienen ahí expuesto como si fuera, no sé, como una como una langosta como las gambas esas gordas que vas a los restaurantes"
"274eb894-eeeabb29.mp3","no-satire","Segundo día de negociaciones entre Rusia y Estados Unidos sobre cómo actuar tras los ataques con armas químicas en Siria y el arsenal que posee Damasco. Entre tanto, el gobierno sirio manifestó su intención de entregar sus armas químicas si se deja de suministrar armas a los rebeldes, entre otras condiciones."
"e15e501d-a21c7797.mp3","satire","La reforma extiende de 6 a 12 días de vacaciones a partir del primer año laboral y luego se añadirán dos días más cada año hasta llegar al sexto. Cuando sean 22 días de vacaciones serán subiendo dos días más cada cinco años. O sea, una persona que tiene 30 años laborando en una empresa podrá gozar de un mes completo de descanso"
"2121c21e-e1fc77d9.mp3","no-satire","¿Se sienten de alguna manera traicionados? ¿Creen que ellos no han sido tan generosos con ustedes como ustedes con ellos? Yo creo que defraudados, porque el problema con Podemos es que nos entendemos en algunos lados y en aquellos otros lugares donde nosotros somos primera fuerza política y hay mayoría de izquierdas, pues hombre, Pablo Iglesias nos ha dicho que no. Y le pido que sea usted muy sincero, un poquito, ¿no se ha alegrado viendo el fracaso de Pablo Iglesias en Cataluña?"
"fafe8b3b-d8e33322.mp3","no-satire","Bastaron tres mensajes de Hugo Chávez en la red social Twitter para que el chavismo saliera a la calle a darle la bienvenida tras meses de incertidumbre. No hay imágenes de la llegada del presidente desde La Habana, que según el gobierno se produjo a las dos y media de la madrugada."
"e29b87d0-628166cf.mp3","satire","El gobierno admite que los test del coronavirus que consisten en lanzar una moneda al aire son sólo fiables al 50%. Sanidad pagó 10 euros por cada moneda de euro de este test del coronavirus. El fabricante, de origen chino, no contaba con la homologación y era el mismo al que se compraron los 3 millones de bolsas de plástico para la cabeza que se usaron cuando no había suficientes respiradores."
"8e40266b-112cedfe.mp3","no-satire","La prolífica maquinaria propagandística de Estado Islámico produjo otro mensaje, esta vez dirigido al ejército kurdo que los enfrenta en el norte de Irak. Titulado Un mensaje en sangre, desfila un grupo de hombres en overoles naranja que hablan kurdo y son descritos como combatientes peshmerga."
"954aa144-f8895dd3.mp3","no-satire","Corren las últimas 24 del plazo de 48 horas establecido por Venezuela para que el embajador y tres diplomáticos de Panamá abandonen el país. La tensión continúa en Venezuela después de que dos personas murieron en enfrentamientos el jueves. Desde el inicio de las protestas antigubernamentales, 21 personas han muerto."
"f47ca4a0-e4dccc1d.mp3","no-satire","Rebeldes sirios tomaron el control del cruce de frontera de Quneitra en el territorio ocupado por Israel de los Altos del Golán tras intensos combates en la zona. Los rebeldes también han amenazado con atacar a Hezbollah en el Líbano por su apoyo al presidente sirio Bashar al-Assad."
"b40247ed-deda4350.mp3","satire","La explicación científica dice que se debe a la condensación del vapor de agua contenido en las nubes. Pero la verdadera razón es otra. En realidad, la lluvia es un complot en el que están inmersos los meteorólogos, los políticos y los padres de todo el planeta."
"9b6e3e7b-74ff4d52.mp3","satire","como los jóvenes pero porque voy borracho y me he metido me he pinchado porros"
"d501591a-181c3c0c.mp3","no-satire","Hampstead siempre ha sido un refugio de artistas, intelectuales y escritores. Charles Dickens, Agatha Christie y George Orwell vivieron y trabajaron aquí. En la actualidad cuenta con residentes ilustres como el cineasta Tim Burton y el cantante Sting."
"4b7b8582-09d1a7bd.mp3","satire","No, mira, voy a reconciliarme con todos los españoles ganando una medalla de oro en los próximos Juegos Olímpicos de París. Voy a ser regatista olímpico, como lo fui en Muni 72. ¿Por qué te crees que venía tanto a San Senso? ¿A comer percés de De Gorra? También. Pero sobre todo vengo a entrenar."
"3bf0018c-e3875c2b.mp3","no-satire","Brasil se prepara para nuevas jornadas de protestas convocadas en contra del alza del transporte y el elevado costo de la organización de eventos deportivos. Fuertes enfrentamientos se registraron a las afueras del estadio Maracaná durante el primer juego de la Copa Confederaciones en Río de Janeiro."
"6aa6ccee-2a7f478c.mp3","no-satire","Naciones Unidas advirtió que el conflicto en Sudán del Sur podría transformarse en una guerra civil. La ONU indicó que ha recibido informes de que cientos de personas han muerto tras una supuesta intentona golpista el domingo."
"1b380f9f-b7d88cab.mp3","no-satire","Monrovia, capital de Liberia, uno de los países africanos azotados por la enfermedad. Un hombre se escapa del centro donde permanece en cuarentena y busca comida en un mercado. Una pulsera delata su condición de infectado y todos huyen de él. Un grupo de sanitarios se ve obligado a introducirle a la fuerza en el vehículo de su vuelta a su lugar de reclusión. Luego vemos la escena al completo."
"a46e480a-dded3269.mp3","no-satire","Los bañistas de esta playa en Rusia tuvieron un buen susto en medio de su descanso de domingo, cuando un avión militar apareció súbitamente en la orilla. La escena, que parece salida de una película de Hollywood, tuvo lugar en un balneario del Mar Báltico. Un portavoz del Ministerio de Defensa dijo que el navío estaba realizando maniobras tácticas en un territorio que es en realidad de propiedad militar."
"7c64d6fb-6f712948.mp3","no-satire","El incidente sucedió en uno de los mejores campos de golf de Illinois. El problema es que está construido en un área donde el suelo es de roca caliza. Esta puede ceder cuando llueve abundantemente. Seguro que Mark Michal no olvidará el hoyo de su última partida de golf."
"c07d20a5-919ef3f5.mp3","no-satire","Un hombre asesina a su mujer y se suicida tirándose desde lo alto de una cantera. Ocurría en la localidad cántabra de Herrera de Camargo. Fue el propio homicida el que avisó al padre de la víctima, su suegro, de lo que acababa de hacer. Además le pidió que acudiera a la casa para hacerse cargo de los dos hijos de la pareja. No había denuncias previas por malos tratos. Gonzalo Masip."
"7c15586a-fe50fd99.mp3","no-satire","Estos peces espada pueden pesar hasta 600 kilos, pero los tiburones macos los cazan de todos modos. Las imágenes muestran al tiburón atacando al pez espada antes de arrancarle un buen pedazo. Pero a pesar de sus esfuerzos, no pudo disfrutar una comida completa, pues Watson y su gente subieron el resto del pez espada a su embarcación."
"5cb88f10-5e4848a6.mp3","satire","Quiero dedicarle este premio a Pedro Sánchez. Mira, perro, así es como se gana algo de forma legítima sin que te lo regale la ETA. ¡Por favor! Por favor, señora Ayuso, qué vergüenza, joder. Esto no es una gala de premios. Esto es lo que hizo Will Smith en los Oscars, pero con Sánchez en vez de Crirrod."
"23642315-f62d76fe.mp3","no-satire","Un robot japonés que fue diseñado para funcionar en el espacio y comunicarse verbalmente con la tripulación de una nave espacial y el control de misiones, tiene programado un viaje a la Estación Espacial Internacional. Los diseñadores esperan que el diminuto androide sea una buena compañía para el astronauta Koichi Wakata en su misión a la Estación Espacial en agosto."
"fb711df5-3d94453c.mp3","no-satire","Los peces ya han desplazado a especies nativas a lo largo del río Mississippi y amenazan con infestar los grandes lagos de América del Norte. Una congresista de Michigan propuso una ley que permitiría a ingenieros del Ejército de Estados Unidos construir un sistema de barreras para bloquear partes de la red de canales. El plan podría costar 18 mil millones de dólares y tardaría 25 años en completarse."
"d5255be7-ccbb270a.mp3","no-satire","El esposo de esta mujer, Mohammed, cree que la guerra civil en Siria solo terminará si Occidente los ayuda a deshacerse del presidente Bashar al-Assad. Él debió haber sido atacado hace mucho tiempo. Si hubiese habido un ataque hace seis meses, el problema se hubiese solucionado."
"140a77a1-b055e12f.mp3","no-satire","Carmen tendrá un techo bajo el que cobijarse. Hoy van a conocer la historia de esta anciana del barrio madrileño de Vallecas, que ha generado una ola de solidaridad. Fue desahuciada el viernes de la casa en la que vivió a lo largo de medio siglo por no afrontar los pagos a un prestamista al que recurrió para avalar a su hijo. El rayo vallecano acudió en su ayuda y ese fue solo el principio. Enseguida verán cómo ha terminado."
"8e24a84c-70adfc19.mp3","no-satire","Un nuevo revés para la diplomacia estadounidense que presiona desde Egipto a Tel Aviv y a Hamas para poner punto y final a la devastación. Jamás ahora tienen que tomar la decisión de proteger a los civiles inocentes de esta violencia. Pero Hamas impone dos condiciones innegociables, el fin del bloqueo económico a Gaza y la liberación de presos palestinos."
"a48abb27-254496f3.mp3","satire","Es casi una llamada a la acción. Uno puede ser más o menos defensor de la Guardia Civil, pero lees ese informe, es aterrador. Es aterrador. Y quitarle hierro es muy sectario y peligroso. Es temerario. No se le puede quitar hierro a esas palabras. Da muchísimo miedo."
"1ccb564e-fa3fd9a8.mp3","satire","Cualquiera se mete en casa con este sol. Además, seguro que está a tos seca. Esa fiebre, ese cansancio y esas flemas no son para tanto, insisten aparentando que todo está bien. El PSOE no descarta retomar las conversaciones secretas con ETA para pedirles que vuelvan a secuestrar a Ortega Lara, aunque esta vez solo durante 15 días. Cuando le baje la fiebre lo soltáis, le habrían pedido desde el gobierno al grupo terrorista."
"dcd51c93-0afea1e8.mp3","satire","Por las dos cosas se te saltan las lágrimas. Tú dirás. ¿Para qué te quieres ir, hombre? Si aquí estamos genial. Lo que dices es que esta mañana casi me pica un alacrán. ¿Un alacrán? ¡Me río yo! Si te pica un alacrán, puedes morir después de agonizar durante tres días entre dolores insoportables. Pero conozco bichos peores."
"2a9983a5-372b4e97.mp3","satire","Y ahora vamos a callarnos un momento porque vamos a escuchar el chiste del enano nazi interpretado por Jaume Bruguet. Vamos a romper los intestinos de la noche y a rasgar el humor acercándonos al límite de la frontera."
